Bill,Flags,Title,Status,Veto,Date,Original Sponsor
HCR 4409,,Bills/to house of origin,H Filed Sec/St,,6/27/2015,Sullivan
HCR 4410,,Adjourning SINE DIE,H Filed Sec/St,,6/27/2015,Sullivan
HCR 4411,,Bills/to house of origin,H Filed Sec/St,,7/10/2015,Sullivan
HCR 4412,,Adjourning SINE DIE,H Filed Sec/St,,7/10/2015,Sullivan
HCR 4413,,Bill status for 2016 session,H Filed Sec/St,,1/12/2016,Sullivan
HCR 4414,,State of state/joint session,H Filed Sec/St,,1/12/2016,Sullivan
HCR 4416,,Bills/to house of origin,H Filed Sec/St,,3/10/2016,Sullivan
HCR 4417,,Adjourning SINE DIE,H Filed Sec/St,,3/10/2016,Sullivan
HCR 4418,,Bills/to house of origin,H Filed Sec/St,,3/29/2016,Sullivan
HCR 4419,,Adjourning SINE DIE,H Filed Sec/St,,3/29/2016,Sullivan
SB 5000,f#,Rural amphitheater surcharge,S Rules X,,3/23/2015,Parlette
SB 5001,f,Alcohol tasting by students,S Rules X,,2/25/2016,Hewitt
SB 5002,,Marijuana/traffic infrctions,S Rules X,,2/2/2016,Rivers
SB 5003,f,"Rec. marijuana, sales taxes",S Ways & Means,,1/12/2015,Hatfield
SB 5004,,Warrant officers' authority,S subst for,,3/5/2015,Angel
SB 5005,,Grandparent visitation,S Law & Justice,,1/12/2015,Angel
SB 5006,f,Nonparent responsibilities,S Rules X,,3/23/2015,Angel
SB 5007,,Employment agencies,S Rules X,,2/25/2016,Angel
SB 5008,,Beverage containers,S Rules X,,3/23/2015,Angel
SB 5009,,Self-service storage,S Rules X,,3/23/2015,Hobbs
SB 5010,f,Health professional program,S Ways & Means,,1/29/2015,Frockt
SB 5011,a,Health care info release,C 289 L 15,,5/18/2015,Becker
SB 5012,,Industrial hemp,S subst for,,2/4/2015,Hatfield
SB 5013,,Designated agricultural land,S Rules X,,3/23/2015,Honeyford
ESB 5014,f#,Water banking best practices,S Rules X,,2/25/2016,Honeyford
SB 5015,f,Dairy inspection program,C 5 L 15 E1,,6/10/2015,Honeyford
SB 5016,f#,Water resources/agency lands,S Rules X,,3/23/2015,Honeyford
SB 5017,f,"Honey bee products, services",S Rules X,,2/25/2016,Honeyford
SB 5018,,"Water, underground storage",S subst for,,3/5/2015,Honeyford
SB 5019,f,Ag labor skills and safety,S Rules X,,3/23/2015,Honeyford
SB 5020,fd,Continuity of operations,S Rules X,,2/25/2016,Bailey
SB 5021,f,Cadmium/children's jewelry,S Rules X,,3/23/2015,Ericksen
SB 5022,,Water facility fee immunity,S subst for,,3/6/2015,Angel
SB 5023,,"Health, dental, vision plans",S subst for,,3/4/2015,Parlette
SB 5024,afd,Conforming amendments/govt,C 225 L 15,PV,5/11/2015,Benton
SB 5025,f#,Quick title service fees,S subst for,,2/25/2015,Rivers
SB 5026,,Reproductive health care,S Law & Justice,,1/12/2015,Pedersen
SB 5027,f,Prescription drug monitoring,S subst for,,3/4/2015,Angel
SB 5028,f,Assisted living facilities,S subst for,,3/9/2015,Bailey
SB 5029,fo,"Digital assets, access to",S subst for,,2/9/2016,Pedersen
SB 5030,o,Limited liability companies,S subst for,,2/25/2015,Pedersen
SB 5031,o,Advance action/bus. corp act,C 20 L 15,,4/17/2015,Pedersen
SB 5032,,"Lease, security interest/UCC",C 107 L 15,,4/25/2015,Pedersen
SB 5033,fd#,Sexually violent predators,S Rules X,,3/23/2015,Padden
SB 5034,,Occupational therapists,S Rules X,,3/23/2015,Habib
SB 5035,fe,Medal of valor,C 4 L 15,,3/2/2015,Pearson
SB 5036,,Body armor,S Rules X,,2/25/2016,O'Ban
SB 5037,f#,Organized retail theft,S subst for,,3/10/2015,O'Ban
SB 5038,,Service member towing costs,S Transportation,,1/12/2015,O'Ban
SB 5039,,Clemency and pardons board,S Law & Justice,,1/12/2015,O'Ban
SB 5040,,Mammogram/breast density,S Health Care,,1/12/2015,O'Ban
SB 5041,f#,Patronizing a prostitute,S Law & Justice,,1/14/2016,O'Ban
SB 5042,f,Hiring veterans B&O credit,S Rules X,,2/25/2016,O'Ban
SB 5043,f,Small business assistance,S Ways & Means,,2/12/2015,O'Ban
SB 5044,,Shoreline devel. mitigation,S Rules X,,2/25/2016,Brown
SB 5045,f,Union security provisions,S Rules X,,2/25/2016,Angel
SB 5046,fo,Traffic safety commission,C 206 L 16,,4/1/2016,Padden
SB 5047,fd,Consumer financial info,S Law & Justice,,1/12/2015,Braun
SB 5048,,Water-sewer districts,S subst for,,3/11/2015,Chase
SB 5049,f,Surgical technologists,S Health Care,,1/12/2015,Angel
SB 5050,fd,Responsible bidder criteria,S Commerce and L,,1/12/2015,Roach
SB 5051,f,"Marijuana producers, etc.",S Rules X,,3/23/2015,Hatfield
SB 5052,f,Cannabis patient protection,S subst for,,2/13/2015,Rivers
SB 5053,,Highway construction errors,S Transportation,,1/12/2015,O'Ban
SB 5054,,Trans. projects/design-build,S Transportation,,1/12/2015,O'Ban
SB 5055,f#,Sewer system in right-of-way,S GovtOp&StSec,,1/12/2015,Angel
SB 5056,$f,Safer chemicals/action plans,S Rules X,,2/25/2016,Ericksen
SB 5057,f#,Hazardous material transport,S subst for,,3/9/2015,Ericksen
SB 5058,fd#,"Finan. fraud, identity theft",S Law & Justice,,1/12/2015,Fain
SB 5059,fd,Patent infringement claims,S subst for,,2/24/2015,Frockt
SB 5060,,Ag producers & agency staff,S Ag/Water/RurEcD,,1/12/2015,Honeyford
SB 5061,f#,Permit exempt wells & GMHBs,S Rules X,,3/23/2015,Honeyford
SB 5062,,Water quality enforcement,S Ag/Water/RurEcD,,1/12/2015,Honeyford
SB 5063,,Revenue growth for education,S Rules X,,2/25/2016,Hill
SB 5064,,Quarterly revenue forecasts,S Rules X,,2/25/2016,Hill
SB 5065,f,Homeless students,S Ways & Means,,2/13/2015,Frockt
SB 5066,f#,Blood samples/forensic tests,S subst for,,3/9/2015,Padden
SB 5067,,Informants and accomplices,S Rules X,,2/25/2016,Padden
SB 5068,f,Rest area free coffee signs,S Transportation,,1/13/2015,Pearson
SB 5069,f#,Financial fraud instruments,S Rules X,,2/25/2016,Pearson
SB 5070,af#,Domestic violence offenders,C 290 L 15,,5/18/2015,Pearson
SB 5071,f,Curators of state properties,S Rules X,,3/23/2015,Honeyford
SB 5072,,Failing to summon assistance,S subst for,,3/2/2015,Honeyford
SB 5073,fd,Office of financial mgmt,S subst for,,2/25/2015,Roach
SB 5074,fd,Veterans' scoring criteria,S Rules X,,2/25/2016,Bailey
SB 5075,d,Procurement law,C 79 L 15,,4/24/2015,Baumgartner
SB 5076,fe,Operating sup budget 2015,S Ways & Means,,1/13/2015,Hill
SB 5077,fe,Operating budget 2015-2017,S subst for,,4/2/2015,Hill
SB 5078,f,"Mental illness, chem depend.",S Ways & Means,,1/27/2015,O'Ban
SB 5079,f,Child abuse/military parents,C 6 L 15 E1,,6/10/2015,O'Ban
SB 5080,f,Dual credit educ. options,S Ways & Means,,1/29/2015,Dammeier
SB 5081,f,State governmnt expenditures,S subst for,,1/30/2015,Miloscia
SB 5082,f,Career & tech ed/elem school,S Ways & Means,,1/29/2015,McAuliffe
SB 5083,f,Sudden cardiac arrest,S subst for,,2/11/2015,McAuliffe
SB 5084,fe,All payer claims database,S subst for,,3/10/2015,Becker
SB 5085,af,Gold star license plates,C 208 L 15,,5/8/2015,Rolfes
SB 5086,fd,Dual credit ed opportunities,S EL/K-12,,1/13/2015,Litzow
SB 5087,fe#,Oil transportation safety,"S Energy, Enviro",,1/14/2015,Rolfes
SB 5088,fd,Geological hazard assessment,C 12 L 15,,4/17/2015,Pearson
SB 5089,,Energy ind. act/clean energy,S Rules X,,2/25/2016,Brown
SB 5090,,Energy ind. act/clean energy,S Rules X,,2/25/2016,Brown
ESB 5091,f,Nuclear energy as alt energy,S Rules X,,2/25/2016,Brown
SB 5092,,Nuclear energy/st. strategy,S Rules X,,2/25/2016,Brown
SB 5093,f,Nuclear energy edu program,S subst for,,3/6/2015,Brown
SB 5094,f,Hydroelectric generation,S Rules 3,,3/10/2016,Brown
SB 5095,fe,"State gen oblig bonds, accts",S Ways & Means,,1/14/2015,Honeyford
SB 5096,e,Capital sup budget 2015,S Ways & Means,,1/14/2015,Honeyford
SB 5097,e,"Capital budget 2015, 2015-17",S Ways & Means,,1/14/2015,Honeyford
SB 5098,f,Child care reporting,S Rules X,,3/23/2015,Billig
SB 5099,,Sexually violent predators,S Rules X,,3/23/2015,Darneille
SB 5100,af#,Rental cars/traffic infrac's,C 189 L 15,,5/7/2015,Hobbs
SB 5101,,Mental status evaluation,C 80 L 15,,4/24/2015,Padden
SB 5102,,Rural schools/urban services,S GovtOp&StSec,,1/14/2015,Padden
SB 5103,,Insurance comm hearings/ALJs,S Law & Justice,,1/14/2015,Becker
SB 5104,,"Alcohol, contr sub/sentences",C 81 L 15,,4/24/2015,Padden
SB 5105,f#,DUI 4th offense/felony,S subst for,,4/3/2015,Padden
SB 5106,,Webcam unauthorized access,S Rules X,,2/25/2016,O'Ban
SB 5107,af#,Therapeutic courts,C 291 L 15,,5/18/2015,Padden
SB 5108,f#,Candidate ballot name order,S GovtOp&StSec,,1/14/2015,Padden
SB 5109,f,Infrastructure/local govt,S subst for,,2/17/2016,Brown
SB 5110,,School siting outside UGAs,S GovtOp&StSec,,1/14/2015,Brown
ESB 5111,f#,Econ devel & transp projects,S Rules X,,2/25/2016,Brown
SB 5112,f,Job creation and econ devel,S subst for,,4/9/2015,Brown
SB 5113,f,Small modular reactors,S subst for,,3/6/2015,Brown
SB 5114,f,Modular reactor production,S Ways & Means,,2/4/2015,Brown
SB 5115,f,Small modular reactor siting,S Ways & Means,,2/19/2015,Brown
SB 5116,,Bistate megaproject/OFM role,S Transportation,,1/14/2015,Cleveland
SB 5117,,Bistate transportation proj.,S Transportation,,1/14/2015,Cleveland
SB 5118,f,Trans proj/bistate wrk group,S Transportation,,1/14/2015,Cleveland
SB 5119,f,Nonprofit risk pools,C 109 L 15,,4/25/2015,Angel
SB 5120,f,School district dissolutions,C 82 L 15,,4/24/2015,Parlette
SB 5121,f,Marijuana research license,C 71 L 15,,4/24/2015,Kohl-Welles
SB 5122,,Precollege placement,C 83 L 15,,4/24/2015,Kohl-Welles
SB 5123,,Tenant screening reports,S Fin Inst/Ins,,1/14/2015,Frockt
SB 5124,,Vapor product sales/minors,S Law & Justice,,1/14/2016,Warnick
SB 5125,a,District court civil jurisd.,C 260 L 15,,5/14/2015,Padden
SB 5126,,Subpoenas/empl security dept,S Commerce and L,,1/14/2015,Padden
SB 5127,f#,Veteran w/disability/prop tx,S subst for,,3/5/2015,Angel
SB 5128,f#,High-capacity trans service,S Transportation,,1/14/2015,Liias
SB 5129,f,"Waters of the state, mgmt of",S Rules X,,2/25/2016,Pearson
SB 5130,,Marijuana business locations,S Ways & Means,,2/12/2015,Pearson
SB 5131,f,Skagit instream flow rule,S Ag/Water/RurEc,,1/14/2015,Pearson
SB 5132,f,WA health security trust,S Health Care,,1/14/2015,Kohl-Welles
SB 5133,f,Higher ed cost driver study,S subst for,,3/5/2015,Bailey
SB 5134,f,"Instream flows/base, minimum",S Ag/Water/RurEc,,1/14/2015,Bailey
SB 5135,f,Groundwater uses/Skagit flow,S Ag/Water/RurEc,,1/14/2015,Bailey
SB 5136,f,"Instream flow rule, new",S Rules X,,2/25/2016,Bailey
SB 5137,f,Discover pass/veterans,S Rules X,,2/25/2016,Hatfield
SB 5138,fd,Notice and review processes,S subst for,,3/5/2015,Roach
SB 5139,,"Buildings, 4 or more stories",C 226 L 15,,5/11/2015,Roach
SB 5140,f#,Motor voter preregistration,S GovtOp&StSec,,1/14/2015,Billig
SB 5141,,University medical buildings,S Rules X,,2/25/2016,Becker
SB 5142,f,Health benefit exchange,S subst for,,3/5/2015,Becker
SB 5143,f,Childhood immunizations,C 141 L 16,,3/31/2016,Becker
SB 5144,f,Robert Bree collaborative,C 21 L 15,,4/17/2015,Dammeier
SB 5145,,Health tech clinical comm.,S subst for,,3/3/2015,Dammeier
SB 5146,f,Medicaid purchasing standrds,S Rules X,,2/25/2016,Bailey
SB 5147,f,Medicaid patient outcomes,S subst for,,3/5/2015,Becker
SB 5148,f,TRS early retire/substitutes,S Ways & Means,,1/14/2015,Parlette
SB 5149,f,Certificates of need appeals,S Rules X,,2/25/2016,Keiser
SB 5150,,Health ins. carrier networks,S Health Care,,1/14/2015,Keiser
SB 5151,,Cultural competency/hlthcare,S Health Care,,1/14/2015,Keiser
SB 5152,f,Nursing home payment rates,S subst for,,6/24/2015,Parlette
ESB 5153,f,Campaign contributions,S Rules X,,2/25/2016,Billig
SB 5154,f#,Reg. sex or kidnap offenders,S subst for,,3/4/2015,Hargrove
SB 5155,f,Special occasion licenses,S Rules X,,2/25/2016,King
SB 5156,,"Elevators, etc./real estate",S subst for,,2/25/2015,Keiser
SB 5157,f,Universal communications,"S Energy, Enviro",,1/15/2015,McCoy
SB 5158,,Call location info/emergency,S subst for,,3/3/2015,McCoy
SB 5159,f,Dental health aides & tribes,S Health Care,,1/15/2015,McCoy
SB 5160,f,Native early childcare & edu,S EL/K-12,,1/15/2015,McCoy
SB 5161,,East Asian med practitioners,S Health Care,,1/15/2015,Angel
SB 5162,f,East Asian medicine,S Health Care,,1/15/2015,Angel
SB 5163,f,Students/military families,S subst for,,2/25/2015,Hobbs
SB 5164,,Military member lodging,S Rules X,,2/2/2016,Hobbs
SB 5165,,Palliative care coverage,S subst for,,3/2/2015,Angel
SB 5166,f,Forage fish management,S subst for,,3/3/2015,Rolfes
SB 5167,,"Sale of liquor, prohibition",S subst for,,3/9/2015,O'Ban
SB 5168,,Ag lands/shoreline mgmt act,S Ag/Water/RurEc,,1/15/2015,Warnick
SB 5169,f#,Ag land conversion/GMA,S Ag/Water/RurEc,,1/15/2015,Warnick
SB 5170,,"Ag land conversion/GMA, SMA",S Ag/Water/RurEcD,,1/15/2015,Warnick
SB 5171,f,County veterans assist. fund,S Rules X,,2/25/2016,Bailey
SB 5172,,"Sewer charges, collecting",S Rules X,,2/25/2016,Dammeier
SB 5173,fd,Identicard/incarc'd offender,S Law & Justice,,1/15/2015,Habib
SB 5174,fo#,"District judges, Skagit Cnty",S Rules X,,2/25/2016,Bailey
SB 5175,f,Telemedicine,S subst for,,2/11/2015,Becker
SB 5176,,Capitol furnishings pres com,C 24 L 15,,4/17/2015,Keiser
SB 5177,fd#,Competency eval. timeliness,S subst for,,3/4/2015,O'Ban
SB 5178,fd,Criminal justice trtmnt acct,S Ways & Means,,1/23/2015,O'Ban
SB 5179,f,Paraeducators,S subst for,,3/10/2015,Hill
SB 5180,afo,Life insurance reserve req's,C 142 L 16,,3/31/2016,Benton
SB 5181,f,State fire service/disasters,S Ways & Means,,1/28/2015,Pearson
SB 5182,,Fire protection budgets,S Rules X,,2/25/2016,Dammeier
SB 5183,fd#,Building permit fees,S GovtOp&StSec,,1/15/2015,Keiser
SB 5184,f#,Polling place voting,S Rules X,,3/23/2015,Benton
SB 5185,f,Building code amendments,S Rules X,,2/25/2016,Benton
SB 5186,f,Senior property tax programs,S subst for,,3/11/2015,Benton
SB 5187,#,High capacity transp. system,S Rules X,,2/25/2016,Benton
SB 5188,,"Eminent domain, limiting",S Rules X,,2/25/2016,Benton
SB 5189,,Eminent domain,S Rules X,,2/25/2016,Benton
SB 5190,f,Public art and buildings,S Rules X,,3/23/2015,Benton
SB 5191,,Private property rights,S Law & Justice,,1/15/2015,Benton
SB 5192,,"Foreign laws, codes, systems",S Law & Justice,,1/15/2015,Benton
SB 5193,f#,Water-sewer distr. lien docs,S Ways & Means,,1/27/2015,Benton
SB 5194,,Wage garnishment,S Law & Justice,,1/15/2015,Benton
SB 5195,f,"Driver lic, permit exam fees",S Transportation,,1/15/2015,Benton
SB 5196,f#,Transportation planning orgs,S Transportation,,1/15/2015,Benton
SB 5197,f,Agency decision making,S Rules X,,2/25/2016,Benton
SB 5198,f#,Motorcycle helmet use,S Transportation,,1/15/2015,Benton
SB 5199,,Regional trans planning orgs,S Rules X,,2/25/2016,Benton
SB 5200,,Reg. trans planning org brds,S Transportation,,1/15/2015,Benton
SB 5201,f,Voter registr qualifications,S GovtOp&StSec,,1/15/2015,Benton
SB 5202,f,Financial education prtnrshp,S subst for,,3/2/2015,Mullet
SB 5203,afd,Job order contracting,C 173 L 15,,5/6/2015,Warnick
SB 5204,f,Hydraulic projct permit fees,S Rules X,,2/25/2016,Parlette
SB 5205,f,"Discover pass, complimentary",S Rules 3,,3/10/2016,Becker
SB 5206,f,Audits finding noncompliance,S subst for,,3/11/2015,Becker
SB 5207,f,Tow truck operators,C 227 L 15,,5/11/2015,Liias
SB 5208,#,Lodging tx/workforce housing,S Rules X,,3/23/2015,Miloscia
SB 5209,f,Ag crop protection products,S Rules X,,2/25/2016,Warnick
SB 5210,fo,Life annuity benefit/WSPRS,C 111 L 15,,4/25/2015,Bailey
SB 5211,fo,Retiree return-to-work/PERS,S Rules X,,3/23/2015,Bailey
SB 5212,f,Winery tasting rooms,S Rules X,,2/25/2016,Warnick
SB 5213,f,"Growlers of wine, sales of",S Rules X,,2/25/2016,Warnick
SB 5214,f#,"Uniformed personnel, county",S Commerce and L,,1/15/2015,Roach
SB 5215,,Internet crime against child,S subst for,,3/4/2015,Roach
SB 5216,,Manuf/mobile home lot rental,S Fin Inst/Ins,,1/15/2015,Warnick
SB 5217,,Manuf/mobile home certif's,S Fin Inst/Ins,,1/15/2015,Benton
SB 5218,,At-will tenancy/unl detainer,S Rules X,,2/25/2016,Hobbs
SB 5219,,Unlawful detainer,S Rules X,,3/23/2015,Benton
SB 5220,,Landlord-tenant acts/judgmnt,S Rules X,,2/25/2016,Benton
SB 5221,,"Tenant property, disposition",S subst for,,3/4/2015,Benton
SB 5222,,Collection agency fees,S Rules X,,2/25/2016,Angel
SB 5223,,County legislative meetings,S GovtOp&StSec,,1/15/2015,Dansel
SB 5224,f,Floral product businesses,S Commerce and L,,1/15/2015,McAuliffe
SB 5225,f,Sexual assault exam kits,S Law & Justice,,1/15/2015,Kohl-Welles
ESB 5226,f,Public sector union finances,S Rules X,,2/25/2016,Becker
SB 5227,,Int. commercial arbitration,C 276 L 15,,5/18/2015,Baumgartner
SB 5228,f,I-90 max. rural county speed,S Rules X,,3/23/2015,Baumgartner
SB 5229,fo,Technology literacy,S Ways & Means,,2/6/2015,Litzow
SB 5230,f,Job creation and econ devel,S Ways & Means,,1/29/2015,Brown
SB 5231,f,Cmty & tech college p-t emps,S Ways & Means,,2/19/2015,Sheldon
SB 5232,,Indigent defense,S Rules X,,3/23/2015,Sheldon
SB 5233,f,Notice against trespass,S Rules X,,2/25/2016,Sheldon
SB 5234,,Miniature hobby boilers,S subst for,,2/4/2015,Sheldon
SB 5235,,State resident hiring pref.,S Rules X,,3/23/2015,Sheldon
SB 5236,,Homeowners' assoc. budgets,S Fin Inst/Ins,,1/16/2015,Sheldon
SB 5237,,Public collective bargaining,S Rules X,,3/23/2015,Hewitt
SB 5238,f#,Public water systems,C 25 L 15,,4/17/2015,Angel
SB 5239,f#,Court marshals/bargaining,S Commerce and L,,1/16/2015,Roach
SB 5240,f#,DNA/insanity acquittal,S Rules X,,2/25/2016,Darneille
SB 5241,f,Ivory and rhinoceros horns,S Natural Resour,,1/16/2015,Litzow
SB 5242,f#,Passenger-only ferry distr's,S Transportation,,1/16/2015,Angel
SB 5243,f,Resident'l habilitation ctrs,S subst for,,3/4/2015,Honeyford
SB 5244,f#,Tax-foreclosed property,S Rules X,,3/23/2015,Darneille
SB 5245,fd,Substance abuse programs,S HumSer/MenHlth/,,1/14/2016,Dammeier
SB 5246,fo,"Death benefits/LEOFF, WSPRS",S Commerce and L,,1/16/2015,Roach
SB 5247,f,Driving w/license suspended,S Rules X,,2/25/2016,O'Ban
SB 5248,,Liquor industry,S Rules X,,3/23/2015,Honeyford
SB 5249,f,Local revital. finan. proj's,C 112 L 15,,4/25/2015,Darneille
SB 5250,,Arrest without warrant,S Law & Justice,,1/16/2015,Dammeier
2ESB 5251,fd,Public water syst assistance,C 111 L 16,,3/31/2016,Honeyford
SB 5252,f,"School safety, security ctrs",S subst for,,3/9/2015,Dammeier
SB 5253,f#,"DNA work product, preserving",S Law & Justice,,1/16/2015,Darneille
SB 5254,fo,Minority & women's business,S Commerce and L,,1/16/2015,McCoy
SB 5255,fo,Linked deposit program,S Rules X,,2/25/2016,Hasegawa
SB 5256,,Strip searches of juveniles,S Rules X,,2/25/2016,Darneille
SB 5257,f,Log transp./pub. utility tax,S Rules X,,2/25/2016,Hargrove
SB 5258,f,Long-term care funding study,S Rules X,,2/25/2016,Bailey
SB 5259,,Voter reg. info/res. tenants,S Fin Inst/Ins,,1/16/2015,Billig
SB 5260,f,Cider makers/wine c. assmnt,S Rules X,,3/23/2015,Honeyford
SB 5261,,Cmty policing/W St. hospital,S Ways & Means,,1/27/2015,O'Ban
ESB 5262,a,Juvenile case records,C 262 L 15,,5/14/2015,O'Ban
SB 5263,o,Common interest ownership,S Fin Inst/Ins,,1/16/2015,Pedersen
SB 5264,f,Silver alert system,S subst for,,3/2/2015,Bailey
SB 5265,f,Public funds/recip. deposits,C 2 L 16 E1,V,3/29/2016,Benton
SB 5266,fd,Criminally insane/facilities,S Rules X,,3/23/2015,O'Ban
SB 5267,fd,"Legislation, testimony on",S subst for,,2/13/2015,Habib
SB 5268,,Eyedrop prescription refills,S subst for,,2/4/2015,Parlette
SB 5269,f#,Detention decision review,S subst for,,3/4/2015,O'Ban
SB 5270,fd,Missing children/advisry brd,C 208 L 16,,4/1/2016,Roach
SB 5271,fd,"NFPA, bldg code council/stds",S Rules 3,,3/10/2016,Roach
SB 5272,f,Heavy haul industr corridors,S Rules X,,2/25/2016,Schoesler
SB 5273,f,Native and reclamation seeds,S Ag/Water/RurEc,,1/16/2015,Schoesler
SB 5274,,Jnt admin rules review comm.,S Rules X,,2/25/2016,Schoesler
SB 5275,f,Tax code improvements,S subst for,,3/2/2015,Schoesler
SB 5276,f,Property tax refund/errors,S subst for,,3/5/2015,Kohl-Welles
SB 5277,f#,Patronizing a prostitute,S Rules 3,,3/10/2016,Kohl-Welles
SB 5278,f,St agencies/legis. oversight,S Rules X,,2/25/2016,Miloscia
SB 5279,f,Economic & revenue forecasts,S Acct & Reform,,1/16/2015,Miloscia
SB 5280,f,"Beer, cider/grocery stores",S subst for,,3/5/2015,Kohl-Welles
SB 5281,f,Spec'lty electrician certifs,S Rules X,,2/25/2016,Braun
SB 5282,f,Security systm installations,S subst for,,3/11/2015,Braun
SB 5283,fe,Carbon pollution market prog,"S Energy, Enviro",,1/19/2015,Ranker
SB 5284,,Fantasy sports contests,S Commerce and La,,1/19/2015,Roach
SB 5285,f#,Minimum hourly wage increase,S Commerce and L,,1/19/2015,Jayapal
SB 5286,f,HIgher education support,S Higher Ed,,1/19/2015,Baumgartner
SB 5287,fd,Medicaid false claims,S Health Care,,1/19/2015,Keiser
SB 5288,f,Real estate brokers,C 175 L 15,,5/6/2015,Braun
SB 5289,f,"Abortion, notifying parents",S Rules X,,2/25/2016,Padden
SB 5290,f,Tribes/prescrip. monitoring,S Rules X,,2/25/2016,Braun
SB 5291,f,Epinephrine autoinjectors,S Rules X,,2/25/2016,Mullet
SB 5292,,Powdered alcohol,S subst for,,3/3/2015,Roach
SB 5293,,Optometrists/hydrocodone use,S subst for,,3/2/2015,Becker
SB 5294,f,School library & tech progs,S subst for,,2/25/2015,McAuliffe
SB 5295,f,Four-yr higher ed dashboard,S Rules X,,2/25/2016,Kohl-Welles
SB 5296,,Locksmith services,S subst for,,2/27/2015,Conway
SB 5297,afd#,Commercial vehicles/fuel tax,C 228 L 15,,5/11/2015,Liias
SB 5298,,"Municipal waters, diversion",S subst for,,3/4/2015,Ericksen
SB 5299,o,Residential mortgage lending,S subst for,,3/9/2015,Benton
SB 5300,fo,Credit union enforcement/DFI,C 114 L 15,,4/25/2015,Benton
SB 5301,f,Spirits retailers/for resale,S Rules X,,2/25/2016,Braun
SB 5302,o,Trusts,C 115 L 15,,4/25/2015,Benton
SB 5303,f,Washington AIM program,S Rules X,,2/25/2016,Litzow
SB 5304,f,WA state patrol officers,S Transportation,,1/19/2015,Rivers
SB 5305,,Health coverage/WA residents,S Health Care,,1/19/2015,Frockt
SB 5306,f#,Sick & safe employment leave,S Commerce and L,,1/19/2015,Habib
SB 5307,af#,Deficit reimbursemnt/ferries,C 230 L 15,,5/11/2015,O'Ban
SB 5308,fo,Financial reporting,S GovtOp&StSec,,1/19/2015,Roach
SB 5309,fo,Public disclosure commission,S Rules X,,2/25/2016,Roach
SB 5310,fo,Energy facilities/enforcemnt,C 39 L 15 E3,,7/14/2015,Ericksen
SB 5311,f#,Crisis intervention/officers,S subst for,,3/4/2015,Rolfes
SB 5312,fe,Educator retooling/program,S Rules X,,2/25/2016,Litzow
SB 5313,f,Main street prog/tax credits,S Ways & Means,,2/11/2015,Warnick
SB 5314,f#,Local stormwater charges/DOT,C 231 L 15,,5/11/2015,Benton
SB 5315,fd,"Aligning CTS, CIO, and DES",S subst for,,4/3/2015,Roach
SB 5316,f,Identifiable student info,S subst for,,3/4/2015,Dammeier
SB 5317,f,Autism & developmntal delays,S subst for,,3/5/2015,Frockt
SB 5318,f,Wildlife coll. student loans,S Rules X,,2/25/2016,Parlette
SB 5319,,Light rail from Oregon to WA,S Transportation,,1/19/2015,Benton
SB 5320,fd#,Rec and conserv. funding brd,S Rules X,,2/25/2016,Honeyford
SB 5321,f,Debt settlement services,S subst for,,3/10/2015,Benton
SB 5322,f#,Conservation district rates,S subst for,,3/2/2015,Hatfield
SB 5323,f,Commute trip reduction tx cr,S Rules X,,2/25/2016,King
SB 5324,f,Aircraft excise taxes,S subst for,,3/4/2015,Hobbs
SB 5325,f,Alt fuel commercial vehicles,S Transportation,,1/19/2015,King
SB 5326,f#,Public trans benefit area/tx,S Transportation,,1/19/2015,Liias
SB 5327,f,H.S. certificates/graduation,S EL/K-12,,1/19/2015,McCoy
SB 5328,f,Financial aid information,S subst for,,3/10/2015,Kohl-Welles
SB 5329,,Public employee bargaining,S Rules X,,2/25/2016,Braun
SB 5330,f#,Stage II gas vapor control,S Rules X,,2/25/2016,Braun
SB 5331,f,Workers' comp grp self-insur,S Rules X,,2/25/2016,Braun
SB 5332,,Local employment laws,S Rules X,,2/25/2016,Braun
SB 5333,f,Clean alt fuel vehicle/tx ex,S Ways & Means,,2/27/2015,Mullet
SB 5334,f,Basic education/local levies,S EL/K-12,,1/19/2015,Mullet
SB 5335,f,Nurse educator/pay forward,S Higher Ed,,1/19/2015,Keiser
SB 5336,#,Traffic safety cameras,S Rules X,,3/23/2015,Miloscia
SB 5337,,Port district per diem rates,C 29 L 15,,4/17/2015,Fraser
SB 5338,f#,Intermittent-use trailers,S Transportation,,1/19/2015,Dansel
SB 5339,f,New businesses B&O tx credit,S Ways & Means,,2/12/2015,Padden
SB 5340,f,Qualified health plan claims,S Health Care,,1/20/2015,Rivers
SB 5341,f,Linked deposit program,S Fin Inst/Ins,,1/20/2015,Hasegawa
SB 5342,f,Human trafficking,C 4 L 16,,3/10/2016,Hasegawa
SB 5343,#,Transit construction/parking,S subst for,,3/6/2015,Hasegawa
SB 5344,f#,"Ballots, prepaid postage",S Ways & Means,,2/13/2015,Hasegawa
SB 5345,fd#,Toxics control accounts,S Ways & Means,,1/20/2015,Keiser
SB 5346,,Life alert subscriber info,S subst for,,3/10/2015,Ranker
SB 5347,f,"Flood plains/ag land, etc.",S subst for,,3/6/2015,Hobbs
SB 5348,,Joint utilization contracts,S subst for,,3/2/2015,Miloscia
SB 5349,f,Financial literacy seminars,S Ways & Means,,2/4/2015,Bailey
SB 5350,,Water-sewer districts,S subst for,,2/25/2015,Roach
